Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
CRSwNP,chronic rhinosinusitis with nasal polyps,慢性鼻-鼻窦炎伴鼻息肉,,,
CRT,cardiac resynchronization therapy,心脏再同步治疗,https://en.wikipedia.org/wiki/Cardiac_resynchronization_therapy,,
CS,Costello syndrome,先天性水痘症候群,https://en.wikipedia.org/wiki/Costello_syndrome,,
CS-IMRT,carotid-sparing intensity-modulated radiotherapy,颈动脉保留强度调制放疗,,,
CSD,cortical spreading depression,皮质扩散性凹陷,https://en.wikipedia.org/wiki/Cortical_spreading_depression,,
CSF,cerebrospinal fluid,脑脊液,https://en.wikipedia.org/wiki/Cerebrospinal_fluid,,
CSS,cancer-specific survival,癌症特异性生存,,,
CT,computerized tomography,X射线计算机断层成像,https://en.wikipedia.org/wiki/CT_scan,,
CTA,Computed Tomographic Angiography,计算机体层摄影血管造影,,,
CTA,clear to auscultation,听诊清楚,,,
CTC,circulating tumor cell,外周循环肿瘤细胞,https://en.wikipedia.org/wiki/Circulating_tumor_cell,,
CTG,cardiotocography,心动图,https://en.wikipedia.org/wiki/Cardiotocography,,
CTO,chronic total occlusion,冠状动脉疾病,https://en.wikipedia.org/wiki/Coronary_artery_disease#CTO,,
CTO,coronary total occlusion,冠状动脉完全闭塞,,,
CTPA,CT pulmonary angiography,CT肺血管造影,https://en.wikipedia.org/wiki/CT_pulmonary_angiogram,,
CTR,chest tube removal,胸管摘除,,,
CTS,carpal tunnel syndrome,腕隧道综合征,https://en.wikipedia.org/wiki/Carpal_tunnel_syndrome,,
CTV,CT venogram,CT静脉造影,,,
CTV,clinical target volume,临床目标量,,,
CTX,corticosteroids,皮质类固醇,https://en.wikipedia.org/wiki/Corticosteroid,,
CURB-65,"confusion, BUN, respiration rate, BP, Age 65+",混乱，BUN，呼吸频率，血压，65岁以上,,,
CV,cardiovascular,循环系统,https://en.wikipedia.org/wiki/Circulatory_system,,
CVA,cerebrovascular accident,中风,https://en.wikipedia.org/wiki/Stroke,,
CVA,costovertebral angle,肋椎角度,https://en.wikipedia.org/wiki/Costovertebral_angle,,
CVAT,costovertebral angle tenderness,肋椎角压痛,https://en.wikipedia.org/wiki/Costovertebral_angle_tenderness,,
CVC,central venous catheter,中心静脉导管,https://en.wikipedia.org/wiki/Central_venous_catheter,,
CVICU,Cardiovascular Intensive Care Unit,心血管重症监护室,,,
CVID,common variable immunodeficiency,共同可变免疫缺陷,https://en.wikipedia.org/wiki/Common_variable_immunodeficiency,,
CVP,central venous pressure,中心静脉压,https://en.wikipedia.org/wiki/Central_venous_pressure,,
CVS,cardiovascular system,循环系统,https://en.wikipedia.org/wiki/Circulatory_system#Cardiovascular_system,,
CVS,chorionic villus sampling,绒毛取样术,https://en.wikipedia.org/wiki/Chorionic_villus_sampling,,
CXL,collagen crosslinking,胶原交联,,,
CXR,chest x-ray,胸部X光,https://en.wikipedia.org/wiki/Chest_radiograph,,
CYP,cytochrome P450,细胞色素P450,https://en.wikipedia.org/wiki/Cytochrome_P450,,
CYS,Child & Youth Services,儿童与青少年服务,,,
CZP,certolizumab pegol,塞妥珠单抗聚乙二醇,https://en.wikipedia.org/wiki/Certolizumab_pegol,,
CaCO3,calcium carbonate,碳酸钙,https://en.wikipedia.org/wiki/Calcium_carbonate,,
China CDC,Chinese Center for Disease Control and Prevention,中国疾病预防控制中心,https://en.wikipedia.org/wiki/Chinese_Center_for_Disease_Control_and_Prevention,,
Cl,chloride,氯化物,https://en.wikipedia.org/wiki/Chloride,,
CoV,Coronavirus,冠状病毒,https://en.wikipedia.org/wiki/Coronavirus,,
Cr,Creatinine,肌酸酐,https://en.wikipedia.org/wiki/Creatinine,,
CrCl,Creatinine Clearance,肌酐清除率,,,
Cx,culture,文化,https://en.wikipedia.org/wiki/Culture,,
c/w,consistent with,是一致的,,,
cAMP,cyclic adenosine monophosphate,环腺苷酸,https://en.wikipedia.org/wiki/Cyclic_adenosine_monophosphate,,
cAb,core antibody,核心抗体,,,
cDNA,complementary DNA,互补脱氧核糖核酸,https://en.wikipedia.org/wiki/Complementary_DNA,,
cDNA-AFLP,cDNA-amplified restriction fragment–length polymorphism,cDNA扩增的限制性片段长度多态性,,,
cSNP,coding single-nucleotide polymorphism,编码单核苷酸多态性,,,
ce-CMR,contrast-enhanced cardiac magnetic resonance,对比增强心脏磁共振,,,
cfDNA,cell-free DNA,无细胞DNA,https://en.wikipedia.org/wiki/Cell-free_DNA,,
chEVAR,chimney endovascular aneurysm repair,烟囱血管内动脉瘤修复,,,
D,diopter,屈光度,https://en.wikipedia.org/wiki/Dioptre,,
D&C,dilatation & curettage,刮除术,,,
D/C,discharge,卸货,https://en.wikipedia.org/wiki/Discharge,,
DAA,direct-acting antiviral,直接作用抗病毒药,,,
DAC,dose-adjustment coefficient,剂量调整系数,,,
DAD,diffuse alveolar damage,弥漫性肺泡损伤,https://en.wikipedia.org/wiki/Diffuse_alveolar_damage,,
DAO,diamine oxidase,胺氧化酶,https://en.wikipedia.org/wiki/Diamine_oxidase,,
DAPT,dual antiplatelet therapy,双重抗血小板治疗,https://en.wikipedia.org/wiki/Antiplatelet_drug#Dual_antiplatelet_therapy,,
DASH,"Disabilities of the Arm, Shoulder and Hand",手臂，肩膀和手的残疾,,,
DBP,diastolic blood pressure,血压,https://en.wikipedia.org/wiki/Blood_pressure,,
DBS,deep brain stimulation,脑深层刺激手术,https://en.wikipedia.org/wiki/Deep_brain_stimulation,,
DBT,dialectical behavior therapy,辩证行为疗法,https://en.wikipedia.org/wiki/Dialectical_behavior_therapy,,
DCB,drug-coated balloon,药物涂层气球,,,
DCI,distal contractile integral,远端收缩积分,,,
DCIS,ductal carcinoma in situ,乳腺导管原位癌,https://en.wikipedia.org/wiki/Ductal_carcinoma_in_situ,,
DCM,dilated cardiomyopathy,扩张型心肌病,https://en.wikipedia.org/wiki/Dilated_cardiomyopathy,,
DDD,degenerative disc disease,椎间盘退行性疾病,https://en.wikipedia.org/wiki/Degenerative_disc_disease,,
DDI,drug to drug interaction,药物间相互作用,,,
DDX,differential diagnosis,鉴别诊断,https://en.wikipedia.org/wiki/Differential_diagnosis,,
DE,donor egg,供体卵,,,
DEB,diepoxybutane,二环氧丁烷,https://en.wikipedia.org/wiki/Diepoxybutane,,
DED,dry eye disease,干眼症,https://en.wikipedia.org/wiki/Dry_eye_syndrome,,
DES,drug-eluting stent,药物洗脱支架,https://en.wikipedia.org/wiki/Drug-eluting_stent,,
DEXA,dual-energy x-ray absorption,双能X射线吸收,,,
DFE,dilated fundus examination,眼底扩大检查,https://en.wikipedia.org/wiki/Dilated_fundus_examination,,
DFS,disease-free survival,无病生存,https://en.wikipedia.org/wiki/Survival_rate,,
DFV,Doppler flow velocimetry,多普勒流速仪,,,
DGE,Delayed Gastric Emptying,胃排空延迟,,,
DGL,deglycyrrhizinated licorice,去甘草的甘草,https://en.wikipedia.org/wiki/Deglycyrrhizinated_licorice,,
DHA,docosahexaenoic acid,二十二碳六烯酸,https://en.wikipedia.org/wiki/Docosahexaenoic_acid,,
DHT,dihydrotestosterone,双氢睾酮,https://en.wikipedia.org/wiki/Dihydrotestosterone,,
DI,diabetes insipidus,尿崩症,https://en.wikipedia.org/wiki/Diabetes_insipidus,,
DIC,disseminated intravascular coagulation,弥散性血管内凝血,https://en.wikipedia.org/wiki/Disseminated_intravascular_coagulation,,
DILI,drug-induced liver injury,药物性肝损伤,https://en.wikipedia.org/wiki/Hepatotoxicity,,
DIPG,diffuse intrinsic pontine glioma,弥漫性桥脑神经胶质瘤,https://en.wikipedia.org/wiki/Diffuse_intrinsic_pontine_glioma,,
DISE,drug-induced sleep endoscopy,药物诱发的内窥镜检查,,,
DISIDA,cholescintigraphy,胆管造影,https://en.wikipedia.org/wiki/Cholescintigraphy,,
DJD,degenerative joint disease,骨关节炎,https://en.wikipedia.org/wiki/Osteoarthritis,,
DKA,diabetic ketoacidosis,糖尿病酮症酸中毒,https://en.wikipedia.org/wiki/Diabetic_ketoacidosis,,
DL,Direct Laryngoscopy,喉镜检查术,https://en.wikipedia.org/wiki/Laryngoscopy,,
DL,distal latency,远端潜伏期,,,
DL,dyslipidemia,血脂异常,https://en.wikipedia.org/wiki/Dyslipidemia,,
DLCT,dual-layer CT,双层CT,,,
DLGNT,diffuse leptomeningeal glioneuronal tumor,弥漫性软脑膜神经胶质瘤,,,
DLT,decongestive lymphatic therapy,减充血淋巴疗法,,,
DM,diabetes mellitus,糖尿病,https://en.wikipedia.org/wiki/Diabetes,,
DMARD,disease-modifying antirheumatic drug,改变疾病的抗风湿药,https://en.wikipedia.org/wiki/Disease-modifying_antirheumatic_drug,,
DMD,Duchenne muscular dystrophy,杜兴氏肌肉营养不良症,https://en.wikipedia.org/wiki/Duchenne_muscular_dystrophy,,
DMDD,disruptive mood dysregulated disorder,破坏性情绪失调症,,,
DMEM,Dulbecco’s modified Eagle’s medium,Dulbecco改良的Eagle媒介,,,
DMR,differentially methylated region,差异甲基化区,https://en.wikipedia.org/wiki/Differentially_methylated_region,,
DMSO,dimethyl sulfoxide,二甲基亚砜,https://en.wikipedia.org/wiki/Dimethyl_sulfoxide,,
DMT,disease-modifying therapy,疾病缓解疗法,,,
DNA,deoxyribonucleic acid,脱氧核糖核酸,https://en.wikipedia.org/wiki/DNA,,
DNI,do not intubate,不要插管,,,
DNR,do not resuscitate,拒绝心肺复苏术,https://en.wikipedia.org/wiki/Do_not_resuscitate,,
DNS,Deviated Nasal Septum,鼻中隔偏斜,,,
DOAC,directly acting oral anticoagulants,抗凝剂,https://en.wikipedia.org/wiki/Anticoagulant#Directly_acting_oral_anticoagulants,,
DOB,date of birth,生日,https://en.wikipedia.org/wiki/Birthday,,
DOC,deoxycorticosterone,脱氧皮质酮,https://en.wikipedia.org/wiki/Deoxycorticosterone,,
DOE,dyspnea on exertion,呼吸困难,https://en.wikipedia.org/wiki/Shortness_of_breath,,
DOS,date of service,服务日期,,,
DOT,directly observed therapy,直接观察疗法,"https://en.wikipedia.org/wiki/Directly_observed_treatment,_short-course",,
DP,Dorsalis pedis,足背,https://en.wikipedia.org/wiki/Dorsalis_pedis_artery,,
DP,double prong,双叉,,,
DPD,dihydropyrimidine dehydrogenase,二氢嘧啶脱氢酶,https://en.wikipedia.org/wiki/Dihydropyrimidine_dehydrogenase_(NADP%2B),,
DPP4,Dipeptidyl Peptidase-4,二肽基肽酶4,,,
DQ,developmental quotient,发展商,https://en.wikipedia.org/wiki/Developmental_disability#developmental_quotient,,
DRE,digital rectal exam,直肠指检,https://en.wikipedia.org/wiki/Rectal_examination,,
DRESS,drug rash with eosinophilia and systemic symptoms,皮疹伴嗜酸性粒细胞增多和全身症状,https://en.wikipedia.org/wiki/Drug_reaction_with_eosinophilia_and_systemic_symptoms,,
DRG,diagnosis-related group,诊断相关组,https://en.wikipedia.org/wiki/Diagnosis-related_group,,
DRG,dorsal root ganglion,背根神经节,https://en.wikipedia.org/wiki/Dorsal_root_ganglion,,
DS,Down syndrome,唐氏综合征,https://en.wikipedia.org/wiki/Down_syndrome,,
DS,duodenal switch,十二指肠开关,https://en.wikipedia.org/wiki/Duodenal_switch,,
DSA,Digital Subtraction Angiography,数字减影血管造影,,,
DSA,donor-specific antibodies,供体特异性抗体,https://en.wikipedia.org/wiki/Donor-specific_antibody,,
DSB,double-strand break,DNA修复,https://en.wikipedia.org/wiki/DNA_repair#Double-strand_breaks,,
DSD,dynamic stabilization device,动态稳定装置,,,
DSM,Diagnostic and Statistical Manual of Mental Disorders,精神疾病诊断与统计手册,https://en.wikipedia.org/wiki/Diagnostic_and_Statistical_Manual_of_Mental_Disorders,,
DSWI,deep sternal wound infection,深胸骨伤口感染,,,
DT,delirium tremens,震颤性谵妄,https://en.wikipedia.org/wiki/Delirium_tremens,,
DTP,"diphtheria, tetanus, pertussis",白喉，破伤风，百日咳,,,
DTR,deep tendon reflexes,深层肌腱反射,https://en.wikipedia.org/wiki/Stretch_reflex,,
DUS,Duplex Ultrasonography,双工超声,,,
DVIU,Direct Visual Internal Urethrotomy,直接视觉内部尿道切开术,https://en.wikipedia.org/wiki/Urethrotomy,,
DVR,Double Valve Replacement,双阀更换,,,
DVS,double-V scrotoplasty,双V型阴囊成形术,,,
DVT,deep venous thrombosis,深静脉血栓,https://en.wikipedia.org/wiki/Deep_vein_thrombosis,,
DZ,disease,疾病,https://en.wikipedia.org/wiki/Disease,,
d/c,discontinue,中止,,,
dB,decibel,分贝,https://en.wikipedia.org/wiki/Decibel,,
dPCR,digital polymerase chain reaction,数字聚合酶链反应,https://en.wikipedia.org/wiki/Digital_polymerase_chain_reaction,,
dTMS,Deep Transcranial Magnetic Stimulation,经颅深部磁刺激,,,
dsDNA,double-stranded DNA,脱氧核糖核酸,https://en.wikipedia.org/wiki/DNA,,
E-VAC,endoscopic vacuum assisted closure,内窥镜真空辅助闭合,,,
E/M,evaluation and management,评估与管理,,,
EA,electroacupuncture,电针,https://en.wikipedia.org/wiki/Electroacupuncture,,
EA,episodic ataxia,情节性共济失调,https://en.wikipedia.org/wiki/Episodic_ataxia,,
EAC,External Auditory Canal,耳道,https://en.wikipedia.org/wiki/Ear_canal,,
EAEC,Enteroaggregative Escherichia coli,肠聚合性大肠杆菌,https://en.wikipedia.org/wiki/Enteroaggregative_Escherichia_coli,,
EASI,Eczema Area and Severity Index,湿疹面积和严重程度指数,https://en.wikipedia.org/wiki/Eczema_Area_and_Severity_Index,,
EATT,epicardial adipose tissue thickness,心外膜脂肪组织厚度,,,
EBL,estimated blood loss,估计失血,,,
EBL,estimated surgical blood loss,估计手术失血量,,,
EBRT,external beam radiation therapy,外照射疗法,https://en.wikipedia.org/wiki/External_beam_radiotherapy,,
EBUS,endobronchial ultrasound,超声波,https://en.wikipedia.org/wiki/Ultrasound,,
EBV,Epstein Barr virus,人类疱疹病毒第四型,https://en.wikipedia.org/wiki/Epstein%E2%80%93Barr_virus,,
EC,endometrial cancer,子宫内膜癌,https://en.wikipedia.org/wiki/Endometrial_cancer,,
ECA,extracellular agent,细胞外剂,,,
ECF,extracellular fluid,细胞外液,https://en.wikipedia.org/wiki/Extracellular_fluid,,
ECG,electrocardiogram,心电图,https://en.wikipedia.org/wiki/Electrocardiography,,
ECMO,extracorporeal membrane oxygenation,体外膜氧合,https://en.wikipedia.org/wiki/Extracorporeal_membrane_oxygenation,,
ECP,extracorporeal photopheresis,体外光采,https://en.wikipedia.org/wiki/Photopheresis,,
ECPR,ECMO-assisted cardiopulmonary resuscitation,ECMO辅助的心肺复苏,,,
ECS,elective cesarean section,剖宫产,https://en.wikipedia.org/wiki/Caesarean_section,,
ECT,electroconvulsive therapy,电休克疗法,https://en.wikipedia.org/wiki/Electroconvulsive_therapy,,
ECV,external cephalic version,外头型,https://en.wikipedia.org/wiki/External_cephalic_version,,
ED,emergency department,急诊室,https://en.wikipedia.org/wiki/Emergency_department,,
ED,erectile dysfunction,勃起功能障碍,https://en.wikipedia.org/wiki/Erectile_dysfunction,,
EDACS,Eating and Drinking Ability Classification System,饮食能力分类系统,,,
EDG,endothelial differentiation gene,内皮分化基因,https://en.wikipedia.org/wiki/Lysophospholipid_receptor,,
EDL,Extensor Digitorum Longus,伸肌伸肌,https://en.wikipedia.org/wiki/Extensor_digitorum_longus_muscle,,
EDS,Eye Dryness Score,眼干分数,,,
EDS,excessive daytime sleepiness,白天过度嗜睡,https://en.wikipedia.org/wiki/Excessive_daytime_sleepiness,,
EDV,end diastolic volume,舒张末期容积,https://en.wikipedia.org/wiki/End-diastolic_volume,,
EEG,electroencephalogram,脑电图,https://en.wikipedia.org/wiki/Electroencephalography,,
EES,everolimus eluting stent,依维莫司洗脱支架,,,
EF,ejection fraction,射血分数,https://en.wikipedia.org/wiki/Ejection_fraction,,
EFL,expiratory flow limitation,呼气流量限制,,,
EFLI,expiratory flow limitation index,呼气流量限制指数,,,
EFM,electronic fetal monitoring,电子胎儿监护,https://en.wikipedia.org/wiki/Cardiotocography,,
EGA,estimated gestational age,估计胎龄,,,
EGD,esophagogastroduodenoscopy,上消化道内视镜,https://en.wikipedia.org/wiki/Esophagogastroduodenoscopy,,
EGFR,epidermal growth factor receptor,表皮生长因子受体,https://en.wikipedia.org/wiki/Epidermal_growth_factor_receptor,,
EGJ,esophagogastric junction,胃,https://en.wikipedia.org/wiki/Stomach#Sections,,
EH,endolymphatic hydrops,内淋巴积液,https://en.wikipedia.org/wiki/Endolymphatic_hydrops,,
EHL,extensor halluces longus,伸肌幻觉,,,
EI,endotracheal intubation,气管插管,https://en.wikipedia.org/wiki/Tracheal_intubation,,
EIA,External Iliac Artery,I骨外动脉,,,
EIA,enzyme immunoassay,酶免疫测定,https://en.wikipedia.org/wiki/Enzyme_immunoassay,,
EKG,electrocardiogram,心电图,https://en.wikipedia.org/wiki/Electrocardiography,,
ELAD,extracorporeal liver support device,体外肝支持装置,,,
ELF,Enhanced Liver Fibrosis Panel,增强型肝纤维化小组,,,
ELF,endoluminal fundoplication,腔内胃底折叠术,,,
ELISA,enzyme-linked immunosorbent assays,酶联免疫吸附测定,,,
ELSO,Extracorporeal Life Support Organization,体外生命支持组织,https://en.wikipedia.org/wiki/Extracorporeal_Life_Support_Organization,,
EM,episodic migraine,发作性偏头痛,,,
EMDR,eye movement desensitization and reprocessing,EMDR,https://en.wikipedia.org/wiki/Eye_movement_desensitization_and_reprocessing,,
EMG,electromyelogram,肌电图,,,
EMR,electronic medical record,电子健康纪录,https://en.wikipedia.org/wiki/Electronic_health_record,,
EMS,emergency medical services,紧急医疗服务,https://en.wikipedia.org/wiki/Emergency_medical_services,,
ENCODE,ENCyclopedia of DNA Elements,DNA元素百科全书,,,
ENT,"ear, nose, throat/otolaryngology",耳，鼻，喉/耳鼻喉科,,,
ENoG,Electroneurography,神经电图,,,
EOB,explanation of benefits,好处说明,https://en.wikipedia.org/wiki/Explanation_of_benefits,,
EOG,electrooculogram,眼电图,https://en.wikipedia.org/wiki/Electrooculography,,
EOL,end of life,生命尽头,https://en.wikipedia.org/wiki/End-of-life,,
EOM,extraocular muscles (movements),眼外肌（运动）,,,
EP,electrophysiology,电生理学,https://en.wikipedia.org/wiki/Electrophysiology,,
EP,etoposide and cisplatin (chemotherapy),依托泊苷和顺铂（化学疗法）,,,
EPEC,enteropathogenic E. coli,肠致病性大肠杆菌,https://en.wikipedia.org/wiki/Pathogenic_Escherichia_coli#Virulence_properties,,
EPS,electrophysiology study,电生理研究,https://en.wikipedia.org/wiki/Electrophysiology_study,,
EPS,encapsulated peritoneal sclerosis,包膜性腹膜硬化,,,
ER,emergency room,急诊室,https://en.wikipedia.org/wiki/Emergency_department,,
ER,estrogen receptor,雌激素受体,https://en.wikipedia.org/wiki/Estrogen_receptor,,
ERA,endothelin receptor antagonist,内皮素受体拮抗剂,https://en.wikipedia.org/wiki/Endothelin_receptor_antagonist,,
ERAS,Early Recovery after Surgery,手术后早期恢复,,,
ERCP,endoscopic retrograde cholangiopancreatography,内镜逆行胰胆管造影,https://en.wikipedia.org/wiki/Endoscopic_retrograde_cholangiopancreatography,,
ERP,Exposure with Response Prevention,暴露与反应预防,,,
ERP,event-related potential,事件相关电位,https://en.wikipedia.org/wiki/Event-related_potential,,
ERV,endogenous retrovirus,内源性逆转录病毒,https://en.wikipedia.org/wiki/Endogenous_retrovirus,,
ES,epidural steroids,硬膜外类固醇,,,
ESBL,extended spectrum beta-lactamase,β-内酰胺酶,https://en.wikipedia.org/wiki/Beta-lactamase#Extended-spectrum_beta-lactamase_.28ESBL.29,,
ESI,epidural steroid injection,硬膜外注射类固醇,https://en.wikipedia.org/wiki/Epidural_steroid_injection,,
ESLD,end stage liver disease,晚期肝病,,,
ESR,erythrocyte sedimentation rate,红细胞沉降率,https://en.wikipedia.org/wiki/Erythrocyte_sedimentation_rate,,
ESRD,end-stage renal disease,慢性肾脏病,https://en.wikipedia.org/wiki/Chronic_kidney_disease#Stages,,
ESS,Epworth Sleepiness Scale,爱华氏嗜睡量表,https://en.wikipedia.org/wiki/Epworth_Sleepiness_Scale,,
ESS,endoscopic sinus surgery,内窥镜鼻窦手术,https://en.wikipedia.org/wiki/Endoscopic_endonasal_surgery,,
EST,electroshock therapy,电休克疗法,https://en.wikipedia.org/wiki/Electroconvulsive_therapy,,
ESV,end systolic volume,收缩末期容积,https://en.wikipedia.org/wiki/End-systolic_volume,,
ESWL,Extracorporeal Shock Wave Lithotripsy,体外冲击波碎石术,,,
ESWT,Extracorporeal Shock Wave Therapy,体外冲击波疗法,,,
ET,endotracheal tube,气管导管,https://en.wikipedia.org/wiki/Tracheal_tube,,
ET,essential thrombocythaemia,血小板增生症,https://en.wikipedia.org/wiki/Essential_thrombocythemia,,
ET,essential tremor,原发性震颤,https://en.wikipedia.org/wiki/Essential_tremor,,
ETANTR,embryonal tumors with abundant neuropil and true rosettes,具有丰富的神经绒毛和真玫瑰花结的胚胎肿瘤,,,
ETC,electron transport chain,电子传递链,https://en.wikipedia.org/wiki/Electron_transport_chain,,
ETEC,enterotoxigenic E. coli,产肠毒素大肠杆菌,,,
ETMR,embryonal tumor with multilayered rosettes,带有多层花环的胚胎肿瘤,,,
ETS,endoscopic thoracic sympathectomy,交感神经切断术,https://en.wikipedia.org/wiki/Endoscopic_thoracic_sympathectomy,,
ETT,endotracheal tube,气管导管,https://en.wikipedia.org/wiki/Tracheal_tube,,
ETT,exercise tolerance test,心脏压力测试,https://en.wikipedia.org/wiki/Cardiac_stress_test,,
EUA,Exam Under Anesthesia,麻醉检查,,,
EUA,emergency use authorization,紧急使用授权,https://en.wikipedia.org/wiki/Emergency_use_authorization,,
EUS,Endoscopic Ultrasound,内窥镜超声,https://en.wikipedia.org/wiki/List_of_Medknow_Publications_academic_journals#E,,
EV,extracellular vesicle,细胞外小泡,https://en.wikipedia.org/wiki/Extracellular_vesicle,,
EVAR,Endovascular Aneurysm Repair,血管腔内主动脉瘤修复,https://en.wikipedia.org/wiki/Endovascular_aneurysm_repair,,
EVAS,Endovascular Aneurysm Sealing,血管内动脉瘤封闭,,,
EVH,Endoscopic Vein Harvest,内窥镜静脉收获,,,
EVLA,endovenous laser ablation,静脉激光消融,,,
Echo,echocardiogram,超声心动图,https://en.wikipedia.org/wiki/Echocardiography,,
EoE,eosinophilic esophagitis,嗜酸性食管炎,https://en.wikipedia.org/wiki/Eosinophilic_esophagitis,,
Ep-GBM,epithelioid glioblastoma,上皮样胶质母细胞瘤,,,
EtG,ethyl glucuronide,乙基葡糖醛酸,https://en.wikipedia.org/wiki/Ethyl_glucuronide,,
EtOH,alcohol,醇,https://en.wikipedia.org/wiki/Alcohol,,
EtS,ethyl sulfate,硫酸乙酯,https://en.wikipedia.org/wiki/Ethyl_sulfate,,
eGFR,Estimated Glomerular Filtration Rate,肾功能,https://en.wikipedia.org/wiki/Assessment_of_kidney_function,,
eSET,Elective Single Embryo Transfer,选择性单胚移植,,,
F/U,follow up,跟进,https://en.wikipedia.org/wiki/Follow-up,,
FABER,"Flexion, Abduction and External Rotation",屈曲，外展和外旋,,,
FAD,flavin adenine dinucleotide,黄素腺嘌呤二核苷酸,https://en.wikipedia.org/wiki/Flavin_adenine_dinucleotide,,
FAI,Femoral-Acetabular Impingement,股髋臼撞击,,,
FAP,familial adenomatous polyposis,家族性腺瘤性息肉病,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis,,
FASPS,familial advanced sleep phase syndrome,家族性晚期睡眠相综合征,https://en.wikipedia.org/wiki/Advanced_sleep_phase_disorder,,
FB,foreign body,异物,https://en.wikipedia.org/wiki/Foreign_body,,
FBS,fasting blood sugar,床边血糖检测,https://en.wikipedia.org/wiki/Glucose_test,,
FBS,fetal bovine serum,胎牛血清,https://en.wikipedia.org/wiki/Fetal_bovine_serum,,
FBSS,Failed Back Surgery Syndrome,失败的背部手术综合症,https://en.wikipedia.org/wiki/Failed_back_syndrome,,
FC,fecal calprotectin,粪钙卫蛋白,https://en.wikipedia.org/wiki/Faecal_calprotectin,,
FC,functional class,功能类,https://en.wikipedia.org/wiki/Functional_classification,,
FCR,"fludarabine, cyclophosphamide and rituximab",氟达拉滨，环磷酰胺和利妥昔单抗,,,
FDA,Food and Drug Administration,美国食品药品监督管理局,https://en.wikipedia.org/wiki/Food_and_Drug_Administration,,
FDG,fluorodeoxyglucose,氟代脱氧葡萄糖,https://en.wikipedia.org/wiki/Fluorodeoxyglucose_(18F),,
FDP,flexor digitorum profundus,趾深屈肌,https://en.wikipedia.org/wiki/Flexor_digitorum_profundus_muscle,,
FDR,false discovery rate,错误发现率,https://en.wikipedia.org/wiki/False_discovery_rate,,
FET,frozen embryo transfer,冷冻胚胎移植,https://en.wikipedia.org/wiki/Embryo_transfer#Fresh_versus_frozen,,
FEV1,forced expiratory volume 1 second,强制呼气量1秒,,,
FF,fluticasone furoate,糠酸氟替卡松,https://en.wikipedia.org/wiki/Fluticasone_furoate,,
FF,follicular fluid,卵泡液,https://en.wikipedia.org/wiki/Follicular_fluid,,
FFDM,freedom from widespread distant metastasis,免于广泛的远处转移,,,
FFPE,formalin-fixed paraffin-embedded ,福尔马林固定石蜡包埋,,,
FFR,filtering facepiece respirator,自吸过滤式呼吸器,https://en.wikipedia.org/wiki/Mechanical_filter_(respirator)#Filtering_facepiece_respirators,,
FG,Fournier’s gangrene,弗尼尔氏坏疽,,,
FHF,fulminant hepatic failure,暴发性肝衰竭,https://en.wikipedia.org/wiki/Acute_liver_failure,,
FHM,familial hemiplegic migraine,家族性偏瘫偏头痛,https://en.wikipedia.org/wiki/Familial_hemiplegic_migraine,,
FHO,Femoral Head Ostectomy,股骨头骨切除术,https://en.wikipedia.org/wiki/Femoral_head_ostectomy,,
FIP,Feline Infektiöse Peritonitis,猫传染性腹膜炎,,,
FISH,fluorescence in situ hybridization,荧光原位杂交,https://en.wikipedia.org/wiki/Fluorescence_in_situ_hybridization,,
FIT,fellow in training,培训研究员,,,
FITC,fluorescein isothiocyanate,异硫氰酸荧光素,https://en.wikipedia.org/wiki/Fluorescein_isothiocyanate,,
FLAIR,fluid-attenuated inversion recovery,流体衰减反演恢复,https://en.wikipedia.org/wiki/Fluid-attenuated_inversion_recovery,,
FLIM,fluorescence lifetime imaging microscopy,荧光寿命成像显微镜,,,
FM,fetal monitor,胎儿监护仪,,,
FM,fibromyalgia,纤维肌痛,https://en.wikipedia.org/wiki/Fibromyalgia,,
FMF,Familial Mediterranean Fever,家族性地中海热,https://en.wikipedia.org/wiki/Familial_Mediterranean_fever,,
FMN,flavin mononucleotide,黄素单核苷酸,https://en.wikipedia.org/wiki/Flavin_mononucleotide,,
FMS,fibromyalgia syndrome,纤维肌痛,https://en.wikipedia.org/wiki/Fibromyalgia,,
FN,false negative,测试结果呈虚假的反应,https://en.wikipedia.org/wiki/False_positives_and_false_negatives#False_negative_error,,
FN,femoral nerve,股神经,https://en.wikipedia.org/wiki/Femoral_nerve,,
FNA,fine needle aspiration,细针抽吸,https://en.wikipedia.org/wiki/Fine-needle_aspiration,,
FNAB,fine needle aspiration biopsy,细针穿刺活检,https://en.wikipedia.org/wiki/Fine-needle_aspiration,,
FO,fluid overload,流体过载,https://en.wikipedia.org/wiki/Hypervolemia,,
FOB,father of baby,宝贝的父亲,,,
FOBT,fecal occult blood testing,粪便潜血测试,,,
FP,false positive,测试结果呈虚假的反应,https://en.wikipedia.org/wiki/False_positives_and_false_negatives#False_positive_error,,
FPL,flexor pollicis longus,长屈肌,https://en.wikipedia.org/wiki/Flexor_pollicis_longus_muscle,,
FRAX,fracture risk assessment,骨折风险评估,,,
FRC,functional residual capacity,功能余气量,https://en.wikipedia.org/wiki/Functional_residual_capacity,,
FSG,fasting serum glucose,空腹血糖,,,
FSG,finger stick glucose,指棒葡萄糖,,,
